date,TAI_clear_mean_mean,TAI_clear_mean_max,TAI_clear_mean_std,TAI_clear_max_mean,TAI_clear_max_max,TAI_clear_max_std,TAI_clear_p95_mean,TAI_clear_p95_max,TAI_clear_p95_std,TAI_clear_p99_mean,TAI_clear_p99_max,TAI_clear_p99_std,TAI_clear_pixels_mean,TAI_clear_pixels_max,TAI_clear_pixels_std,TAI_clear_ratio_mean,TAI_clear_ratio_max,TAI_clear_ratio_std,TAI_mean_mean,TAI_mean_max,TAI_mean_std,TAI_std_mean,TAI_std_max,TAI_std_std,TAI_max_mean,TAI_max_max,TAI_max_std,TAI_p95_mean,TAI_p95_max,TAI_p95_std,TAI_p99_mean,TAI_p99_max,TAI_p99_std,TAI_above_0.5_mean,TAI_above_0.5_max,TAI_above_0.5_std,TAI_above_1.0_mean,TAI_above_1.0_max,TAI_above_1.0_std,TAI_above_1.5_mean,TAI_above_1.5_max,TAI_above_1.5_std,TAI_above_2.0_mean,TAI_above_2.0_max,TAI_above_2.0_std,NHI_SWIR_clear_mean_mean,NHI_SWIR_clear_mean_max,NHI_SWIR_clear_mean_std,NHI_SWIR_clear_max_mean,NHI_SWIR_clear_max_max,NHI_SWIR_clear_max_std,NHI_SWIR_clear_p95_mean,NHI_SWIR_clear_p95_max,NHI_SWIR_clear_p95_std,NHI_SWIR_clear_p99_mean,NHI_SWIR_clear_p99_max,NHI_SWIR_clear_p99_std,NHI_SWIR_clear_pixels_mean,NHI_SWIR_clear_pixels_max,NHI_SWIR_clear_pixels_std,NHI_SWIR_clear_ratio_mean,NHI_SWIR_clear_ratio_max,NHI_SWIR_clear_ratio_std,NHI_SWIR_mean_mean,NHI_SWIR_mean_max,NHI_SWIR_mean_std,NHI_SWIR_std_mean,NHI_SWIR_std_max,NHI_SWIR_std_std,NHI_SWIR_max_mean,NHI_SWIR_max_max,NHI_SWIR_max_std,NHI_SWIR_p95_mean,NHI_SWIR_p95_max,NHI_SWIR_p95_std,NHI_SWIR_p99_mean,NHI_SWIR_p99_max,NHI_SWIR_p99_std,NHI_SWIR_above_0.5_mean,NHI_SWIR_above_0.5_max,NHI_SWIR_above_0.5_std,NHI_SWIR_above_1.0_mean,NHI_SWIR_above_1.0_max,NHI_SWIR_above_1.0_std,NHI_SWIR_above_1.5_mean,NHI_SWIR_above_1.5_max,NHI_SWIR_above_1.5_std,NHI_SWIR_above_2.0_mean,NHI_SWIR_above_2.0_max,NHI_SWIR_above_2.0_std,NHI_SWNIR_clear_mean_mean,NHI_SWNIR_clear_mean_max,NHI_SWNIR_clear_mean_std,NHI_SWNIR_clear_max_mean,NHI_SWNIR_clear_max_max,NHI_SWNIR_clear_max_std,NHI_SWNIR_clear_p95_mean,NHI_SWNIR_clear_p95_max,NHI_SWNIR_clear_p95_std,NHI_SWNIR_clear_p99_mean,NHI_SWNIR_clear_p99_max,NHI_SWNIR_clear_p99_std,NHI_SWNIR_clear_pixels_mean,NHI_SWNIR_clear_pixels_max,NHI_SWNIR_clear_pixels_std,NHI_SWNIR_clear_ratio_mean,NHI_SWNIR_clear_ratio_max,NHI_SWNIR_clear_ratio_std,NHI_SWNIR_mean_mean,NHI_SWNIR_mean_max,NHI_SWNIR_mean_std,NHI_SWNIR_std_mean,NHI_SWNIR_std_max,NHI_SWNIR_std_std,NHI_SWNIR_max_mean,NHI_SWNIR_max_max,NHI_SWNIR_max_std,NHI_SWNIR_p95_mean,NHI_SWNIR_p95_max,NHI_SWNIR_p95_std,NHI_SWNIR_p99_mean,NHI_SWNIR_p99_max,NHI_SWNIR_p99_std,NHI_SWNIR_above_0.5_mean,NHI_SWNIR_above_0.5_max,NHI_SWNIR_above_0.5_std,NHI_SWNIR_above_1.0_mean,NHI_SWNIR_above_1.0_max,NHI_SWNIR_above_1.0_std,NHI_SWNIR_above_1.5_mean,NHI_SWNIR_above_1.5_max,NHI_SWNIR_above_1.5_std,NHI_SWNIR_above_2.0_mean,NHI_SWNIR_above_2.0_max,NHI_SWNIR_above_2.0_std,obs_count,Value
2022-01-01,-0.08595467498525977,-0.0026063360273838043,0.048178790104833995,15.785210648085922,30.437847137451172,11.840303936013488,-0.008465823455480859,0.06429391354322433,0.03867954688589355,0.648170204134658,1.8265750408172607,0.7423388349858185,26469.75,34946.0,15434.993421721028,0.757447204257998,1.0,0.4416812631408753,-0.10464722559285852,0.018386999145150185,0.06872064418613727,0.3054096708074212,1.007912278175354,0.3568988618789592,10.07994738335793,30.437847137451172,11.770774417756117,-0.037156559723930865,0.06460289657115936,0.07065037672647578,0.38640290796040344,1.786352515220642,0.6576844529464132,205.15384615384616,696.0,237.43028666461453,148.3846153846154,464.0,175.2595876890137,117.0,380.0,145.0488423485919,102.23076923076923,332.0,128.4939387974869,-0.5423292852938175,-0.47791197896003723,0.029913826967931198,0.26983869075775146,0.7678083777427673,0.49402411523098516,-0.48088036105036736,-0.4473525881767273,0.019913411579963586,-0.32870590314269066,-0.1323634833097458,0.14446124283235703,26469.75,34946.0,15434.993421721028,0.757447204257998,1.0,0.4416812631408753,-0.5510794130655435,-0.44532909989356995,0.05272148406759213,0.0505167803225609,0.0934649109840393,0.032197086905899494,0.07145912257524636,0.7678083777427673,0.48605610169084634,-0.4983807939749498,-0.40396231412887573,0.05795159106633646,-0.39114597554390246,-0.1323634833097458,0.15035793770870787,1.8461538461538463,16.0,4.506405697192864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6843913272023201,-0.646706223487854,0.04939874259204588,0.16203687712550163,0.7193496227264404,0.5934134912928498,-0.6121308580040932,-0.5429782271385193,0.09122084296163004,-0.5366598255932331,-0.40182754397392273,0.13968775492807825,26469.75,34946.0,15434.993421721028,0.757447204257998,1.0,0.4416812631408753,-0.7066689454592191,-0.646706223487854,0.06935829514612273,0.04441497259988235,0.08659378439188004,0.029693714396017392,-0.1115345645409364,0.7193496227264404,0.5935206135361553,-0.6487528544205886,-0.5429782271385193,0.09957553939799213,-0.5979349842438331,-0.40182754397392273,0.14375171647460788,4.846153846153846,43.0,12.300719178474578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,343
2022-02-01,-0.09128348343074322,-0.025327017530798912,0.04467375005508796,51.720458793640134,191.8727264404297,79.07046661572302,-0.0388133505359292,0.01432411652058363,0.05189456652431379,0.928151260316372,3.0826306343078613,1.261180330658998,22345.2,34946.0,17326.747637684344,0.6394208206947862,1.0,0.49581490407154877,-0.11099045859141783,-0.03425481915473938,0.040614478430991884,0.3483244079927152,2.131293296813965,0.6322700327750826,23.56976300545714,191.8727264404297,56.80943744052074,-0.06247326012023471,0.01432411652058363,0.050351446716721114,0.16148117861964487,0.7579461932182312,0.33628261948010724,140.0909090909091,427.0,176.8340773411361,91.63636363636364,311.0,120.27740662923583,71.0909090909091,244.0,95.32833214260548,56.90909090909091,212.0,79.18264272611081,-0.5518091917037964,-0.5442480444908142,0.0068037289230597695,0.5624222040176392,1.341428518295288,0.47953289474594313,-0.496588921546936,-0.4703911542892456,0.028271900428100592,-0.31061817407608033,-0.06255370378494263,0.17854033716274698,22345.2,34946.0,17326.747637684344,0.6394208206947862,1.0,0.49581490407154877,-0.5552694364027544,-0.5157214999198914,0.030502418850598328,0.034279953222721815,0.07880629599094391,0.029590038698615255,0.02607611905444752,1.341428518295288,0.6176102992854275,-0.5191748386079614,-0.4703911542892456,0.039982250684725724,-0.44215490601279517,-0.25357723236083984,0.11938788763621302,1.0909090909090908,8.0,2.586679162731453,0.36363636363636365,4.0,1.2060453783110545,0.0,0.0,0.0,0.0,0.0,0.0,-0.6634501695632935,-0.6464563608169556,0.020056566216385272,0.6727913469076157,1.5055243968963623,0.5032585034575328,-0.5996878504753113,-0.5547978281974792,0.05282228163241662,-0.5091149032115936,-0.3863751292228699,0.11302765584812631,22345.2,34946.0,17326.747637684344,0.6394208206947862,1.0,0.49581490407154877,-0.7123438824306835,-0.6446348428726196,0.060881882740324994,0.029500045263293116,0.07767428457736969,0.027490873082225517,-0.07707180353728207,1.5055243968963623,0.7864765456458442,-0.6761643073775552,-0.5547978281974792,0.08797895663028711,-0.6416302458806471,-0.42694011330604553,0.12408564324178946,3.6363636363636362,24.0,7.684695534277559,0.36363636363636365,4.0,1.2060453783110545,0.36363636363636365,4.0,1.2060453783110545,0.0,0.0,0.0,33,285
2022-03-01,0.06251479312777519,0.7276638150215149,0.4437535604917254,5.207632452249527,9.777992248535156,3.685378860440668,0.6889109835028648,3.0899946689605713,1.6012624359188266,1.4518308080732822,5.302505970001221,2.584891372871864,25153.25,34946.0,16814.05652769928,0.719774795398615,1.0,0.4811439514593738,-0.11181414950018127,0.012350710108876228,0.06139564895211441,0.08595853737400223,0.32690101861953735,0.09407366973563304,2.302930248590807,9.777992248535156,3.017864714439688,-0.0633665934825937,0.02483186684548855,0.05647680839795539,0.04576067075443765,0.5745062828063965,0.18402497762802572,70.16666666666667,369.0,116.83464098174535,47.75,274.0,87.05079499402008,33.666666666666664,217.0,65.32204602559305,26.666666666666668,181.0,53.98035557384546,-0.5192566365003586,-0.36891263723373413,0.10029341359042336,0.1022409237921238,0.30746570229530334,0.23159038017103448,-0.3517022170126438,0.1845843642950058,0.35821786777418996,-0.2747911252081394,0.19288183748722076,0.32861178318351353,25153.25,34946.0,16814.05652769928,0.719774795398615,1.0,0.4811439514593738,-0.5447055548429489,-0.46837979555130005,0.035419501274595706,0.03132984092614303,0.06879913061857224,0.019468598858804313,-0.10880482941865921,0.32601645588874817,0.27599356801906383,-0.5112807750701904,-0.46069586277008057,0.03036506197169574,-0.4638387511173884,-0.2985233962535858,0.06567457259594689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6316262781620026,-0.5169971585273743,0.07673082866840658,0.09851152636110783,0.6565188765525818,0.5218269966276043,-0.43644849583506584,0.13734842836856842,0.3829774760233214,-0.376620851457119,0.2606934607028961,0.427165576953286,25153.25,34946.0,16814.05652769928,0.719774795398615,1.0,0.4811439514593738,-0.7007768054803213,-0.6501563787460327,0.04285790470943532,0.025799311833300937,0.050463009625673294,0.016007507996874185,-0.34010332512358826,0.6565188765525818,0.4282091983547384,-0.6653193136056265,-0.6072378754615784,0.05083270749641032,-0.6424003740151724,-0.5429803729057312,0.06395899403805773,0.3333333333333333,4.0,1.1547005383792515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,344
2022-04-01,-0.10576721529165904,0.3942873775959015,0.18902077173282977,3.759718022412724,8.849288940429688,3.3053534247666865,0.22253541027506193,2.707038402557373,0.9326095293190474,0.6473611662578251,3.976754665374756,1.3207020261703128,16894.444444444445,34946.0,16519.269438379466,0.48344429818704415,1.0,0.4727084484169709,-0.1636715109149615,-0.1348886340856552,0.016766844292844103,0.10381881923725207,0.26879119873046875,0.08499031723585093,3.060784825550703,8.849288940429688,3.170154861067801,-0.09525133824596803,-0.024173028767108917,0.034567489973637615,0.016513299429789186,0.3199999928474426,0.1442125781438302,89.33333333333333,281.0,101.23629723961598,56.666666666666664,204.0,70.63650013636824,39.583333333333336,172.0,55.58851799907362,26.0,117.0,38.64288714980711,-0.5643016795317332,-0.4578150808811188,0.04246947598067039,-0.038982471658123866,0.37396711111068726,0.33104816221335004,-0.4674221906397078,-0.0869101881980896,0.1439697591299881,-0.3757176374395688,0.052493803203105927,0.1793671939681072,16894.444444444445,34946.0,16519.269438379466,0.48344429818704415,1.0,0.4727084484169709,-0.5740990589062372,-0.5623309016227722,0.010217948814177862,0.041108929396917425,0.07469373196363449,0.020950627520538834,-0.10086257507403691,0.37396711111068726,0.3406646430138516,-0.5262515172362328,-0.48541298508644104,0.0249866466873561,-0.4819050580263138,-0.3648161292076111,0.060076806633839776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6516967548264397,-0.5501562356948853,0.040245999536558205,-0.08657041393841307,0.733110249042511,0.4454487164617965,-0.5213819479362832,-0.011510135605931282,0.19263196704221067,-0.4248883318569925,0.07307999581098557,0.22781387687371416,16894.444444444445,34946.0,16519.269438379466,0.48344429818704415,1.0,0.4727084484169709,-0.6777320454518,-0.6426326632499695,0.032618219893002294,0.03975041567658385,0.07334351539611816,0.0204640345287239,-0.2141985734536623,0.733110249042511,0.4493885235966046,-0.6199852476517359,-0.5472250580787659,0.05604434540541928,-0.579112783074379,-0.434293270111084,0.0878606775425579,0.3333333333333333,4.0,1.1547005383792517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,292
2022-05-01,-0.1501950522263845,-0.10488714277744293,0.033206803757434164,5.897543762810528,10.190773010253906,3.869877127514947,-0.05469647985106955,-0.0011680054012686014,0.04192660397351929,0.2650048167755206,0.923591673374176,0.35780912635640477,29411.666666666668,34946.0,13508.795840735274,0.8416318510463764,1.0,0.38656200540076907,-0.11923993205709849,0.02073514088988304,0.06648091343655411,0.11395362134163196,0.3712700605392456,0.12521470847224686,3.4940618889836164,10.190773010253906,3.7858698308451766,-0.06034903022317359,0.028014184907078743,0.06891082056549332,0.09374681630959877,0.923591673374176,0.29311734315971055,103.84615384615384,467.0,148.360959686079,70.23076923076923,318.0,100.89528717615593,51.61538461538461,266.0,78.30872499445007,37.69230769230769,222.0,64.17603994143066,-0.5697518587112427,-0.5499358773231506,0.020190250807541277,0.10791366919875145,0.47426554560661316,0.3381837214008536,-0.4988676458597183,-0.47628456354141235,0.018806556801634757,-0.40349405258893967,-0.24454964697360992,0.0897165614163018,29411.666666666668,34946.0,13508.795840735274,0.8416318510463764,1.0,0.38656200540076907,-0.5513583582181197,-0.44046729803085327,0.046893296793910334,0.03754744822016129,0.08600235730409622,0.030720028010574375,-0.09784338508660977,0.47426554560661316,0.37588458155455,-0.5106296355907733,-0.4350112974643707,0.05020889784673583,-0.4609652975430855,-0.24454964697360992,0.09560905566001895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6563303967316946,-0.6397945880889893,0.021138712291720926,0.14782920479774475,0.4835219979286194,0.4243770537871308,-0.5624169806639353,-0.5340654253959656,0.033410467239070596,-0.4695786436398824,-0.39794906973838806,0.07297902831198139,29411.666666666668,34946.0,13508.795840735274,0.8416318510463764,1.0,0.38656200540076907,-0.7180922719148489,-0.6397945880889893,0.08584244617301506,0.03661780705890404,0.0805969387292862,0.03172741081680335,-0.2876573640566606,0.4835219979286194,0.5254877755979712,-0.6665022923396184,-0.5340654253959656,0.12236415261403337,-0.618773891375615,-0.39794906973838806,0.16798805267708972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,344
2022-06-01,-0.16481823722521463,-0.13735342025756836,0.03160384258516893,5.819421291351318,7.599999904632568,1.5545462850166833,-0.06503172218799591,-0.025630071759223938,0.04098839466116612,0.1353816439708074,0.2796884775161743,0.12829667351199114,33018.0,34946.0,1724.6773611316407,0.9448291649974246,1.0,0.049352640105638404,-0.16525691778709492,-0.03310507908463478,0.050247451405008664,0.07495265776136269,0.26872363686561584,0.07986426668474464,1.7807233942051728,7.599999904632568,2.637183226118072,-0.10082054007216357,-0.000758533482439816,0.0689408427638714,-0.03125773335341364,0.23539668321609497,0.12833093901348158,51.5,253.0,85.91909513659294,32.75,180.0,60.71861329114821,23.0,152.0,49.58372166896566,15.916666666666666,103.0,33.576123370723735,-0.5711627006530762,-0.5599002838134766,0.014416128055144537,0.1648812542359034,0.2708929479122162,0.09930250116345016,-0.5021827320257822,-0.4861427843570709,0.017093147883979188,-0.4306601683298747,-0.3831397593021393,0.04234423019494641,33018.0,34946.0,1724.6773611316407,0.9448291649974246,1.0,0.049352640105638404,-0.5737962275743484,-0.5030586123466492,0.026906165540187692,0.03388138938074311,0.07494958490133286,0.024399128076925954,-0.24890398855010668,0.2708929479122162,0.3009241209256068,-0.5309991464018822,-0.4765937924385071,0.03978913865718567,-0.4990569551785787,-0.3921433985233307,0.06374444313999102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.641154408454895,-0.6366726756095886,0.006931160364727818,0.09365060925483704,0.36927926540374756,0.3215963062953085,-0.5410729050636292,-0.5337201952934265,0.007362294961826381,-0.4373062650362651,-0.43095219135284424,0.008139327724936044,33018.0,34946.0,1724.6773611316407,0.9448291649974246,1.0,0.049352640105638404,-0.6860571453968684,-0.6376527547836304,0.052240243285457316,0.033006546553224325,0.07560601085424423,0.02478673974170226,-0.38774590225269395,0.36927926540374756,0.36788696475196714,-0.6384777327378591,-0.5374153852462769,0.07230710071399096,-0.603913905719916,-0.4349472224712372,0.10968152096652836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,313
2022-07-01,-0.15588652874742234,-0.12895163893699646,0.0203534565694322,6.201473406382969,11.900943756103516,3.0495769459273627,-0.060660350269504955,-0.016847172752022743,0.03711470176829351,0.3539209690477167,1.5308823585510254,0.5441946970211248,32975.42857142857,34946.0,3868.163468501251,0.943610958948909,1.0,0.11068973469070136,-0.13976571367432675,-0.02831011638045311,0.05168165897288294,0.1411873158843567,0.33365070819854736,0.11481633427726456,3.6986968944935747,11.900943756103516,3.829247288538206,-0.06560730344305436,0.03595440089702606,0.04915291764688935,0.1046413832809776,0.5497382283210754,0.21538299704256722,130.25,371.0,138.88328978613006,92.08333333333333,283.0,100.3588636601248,71.66666666666667,251.0,82.70355970500174,53.916666666666664,193.0,65.00413739746017,-0.5644667659487043,-0.5515279173851013,0.008468154789250214,0.19260448323828833,0.3203028738498688,0.129604609654475,-0.5011818323816571,-0.4820966422557831,0.017317486790439367,-0.3960727666105543,-0.20417261123657227,0.09864932117632352,32975.42857142857,34946.0,3868.163468501251,0.943610958948909,1.0,0.11068973469070136,-0.5548621316750845,-0.4984806776046753,0.022971691520460198,0.04690574078510205,0.07814858108758926,0.02595266139215166,-0.0510421438763539,0.3203028738498688,0.32024763574597653,-0.5051389336585999,-0.4453720152378082,0.02556594956533173,-0.4460133338967959,-0.3023214042186737,0.07300138089507324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6341113107545036,-0.6066823601722717,0.023791642790815297,0.19014338829687663,0.3895244598388672,0.15180698355957536,-0.5439644796507699,-0.4866945743560791,0.04533002248423617,-0.4499400811535971,-0.3694249391555786,0.07750945338923501,32975.42857142857,34946.0,3868.163468501251,0.943610958948909,1.0,0.11068973469070136,-0.6674252251784006,-0.6190178990364075,0.068340806217829,0.045255225229387484,0.08137010037899017,0.02813283772247836,-0.15386543236672878,0.3895244598388672,0.44605682914780337,-0.6047198623418808,-0.5137806534767151,0.09448664622531933,-0.5456558341781298,-0.39436525106430054,0.1385317017134443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,314
